"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","up","down","gene_id","gene_name","label"
31.6023220561511,0.402157684142319,0.463200225313198,0.868215648795065,0.385276289027439,0.760457512420957,FALSE,FALSE,FALSE,"ENSMUSG00000025902","Sox17","Sox17"
1.74332292504358,0.921787475600543,2.14228599651043,0.430282173856358,0.666990392707324,NA,FALSE,FALSE,FALSE,"ENSMUSG00000102269","Gm7357","Gm7357"
2.22423967816384,-0.940244294135283,2.26172928555432,-0.415719202178894,0.677615488403648,NA,FALSE,FALSE,FALSE,"ENSMUSG00000103922","Gm6123","Gm6123"
1060.81239128403,-0.0909213567329261,0.146560687983174,-0.620366607062899,0.535016452041662,0.843547596434569,FALSE,FALSE,FALSE,"ENSMUSG00000033845","Mrpl15","Mrpl15"
5.26414733570833,-1.02870780965175,1.08363393355498,-0.94931302702654,0.342461429928828,NA,FALSE,FALSE,FALSE,"ENSMUSG00000102275","Gm37144","Gm37144"
1.81324425599937,0.0988450511050809,1.99908995551548,0.0494450241382925,0.960564647945743,NA,FALSE,FALSE,FALSE,"ENSMUSG00000120403","A930006A01Rik","A930006A01Rik"
2039.53935110862,0.054687737413843,0.138089158079507,0.396032086620122,0.692081357630721,0.911365278844909,FALSE,FALSE,FALSE,"ENSMUSG00000025903","Lypla1","Lypla1"
2.02200224671407,-0.888301648692366,2.04918528971428,-0.433490154917238,0.66465871686351,NA,FALSE,FALSE,FALSE,"ENSMUSG00000137875","ENSMUSG00000137875","ENSMUSG00000137875"
847.585976454744,-0.221101268477057,0.134219689399985,-1.6473087478109,0.099494600751547,0.414263280317561,FALSE,FALSE,FALSE,"ENSMUSG00000033813","Tcea1","Tcea1"
897.630616754401,-0.147715441443818,0.172936465164888,-0.854160175547578,0.393016245667666,0.764650306976644,FALSE,FALSE,FALSE,"ENSMUSG00000033793","Atp6v1h","Atp6v1h"
20.5403294525852,0.171917809990634,0.548100532235559,0.313661089306784,0.753778456571165,0.932030719117995,FALSE,FALSE,FALSE,"ENSMUSG00000090031","4732440D04Rik","4732440D04Rik"
875.145303333187,-0.114029453130072,0.146579505897296,-0.777935854211221,0.436606829885428,0.790684709072868,FALSE,FALSE,FALSE,"ENSMUSG00000025907","Rb1cc1","Rb1cc1"
1839.63218353842,0.209415663515846,0.126059820099227,1.661240380567,0.0966651785635701,0.408967078887495,FALSE,FALSE,FALSE,"ENSMUSG00000051285","Pcmtd1","Pcmtd1"
