"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_name","label"
31.6023220561511,-0.282131569052318,0.470697800547899,-0.599390030554451,0.548912823524818,0.999410091708144,"ENSMUSG00000025902","Sox17","Sox17"
1.74332292504358,1.10579634930453,2.13293916010655,0.518437829820372,0.604152826228473,NA,"ENSMUSG00000102269","Gm7357","Gm7357"
2.22423967816384,2.34858348631712,2.02217417542888,1.16141503281685,0.245473158479074,NA,"ENSMUSG00000103922","Gm6123","Gm6123"
1060.81239128403,-0.0185436031452425,0.14617755925646,-0.12685670248953,0.899053816106967,0.999410091708144,"ENSMUSG00000033845","Mrpl15","Mrpl15"
5.26414733570833,-0.926303846250569,1.06955757647034,-0.86606262872493,0.386455817780307,NA,"ENSMUSG00000102275","Gm37144","Gm37144"
1.81324425599937,0.256851357612853,1.98030803840935,0.129702729389093,0.896801623071425,NA,"ENSMUSG00000120403","A930006A01Rik","A930006A01Rik"
2039.53935110862,-0.212732794716961,0.138158014162882,-1.5397788974164,0.123614257476416,0.825980052108485,"ENSMUSG00000025903","Lypla1","Lypla1"
2.02200224671407,-0.849523686040332,2.03054625144974,-0.418371994941658,0.67567515881966,NA,"ENSMUSG00000137875","ENSMUSG00000137875","ENSMUSG00000137875"
847.585976454744,-0.188471656898013,0.133795524571863,-1.4086544187566,0.15893737913975,0.887337031773325,"ENSMUSG00000033813","Tcea1","Tcea1"
897.630616754401,-0.209074000897367,0.172740472587496,-1.21033593208139,0.226150015122912,0.940016612259572,"ENSMUSG00000033793","Atp6v1h","Atp6v1h"
20.5403294525852,0.422424874947301,0.540215177984793,0.781956694595486,0.434240024233973,0.999410091708144,"ENSMUSG00000090031","4732440D04Rik","4732440D04Rik"
875.145303333187,-0.283844829833011,0.146581544013356,-1.93642952626525,0.0528151161335337,0.616271005636986,"ENSMUSG00000025907","Rb1cc1","Rb1cc1"
1839.63218353842,0.0128448106339853,0.126084049359735,0.101874984974009,0.918855905736852,0.999410091708144,"ENSMUSG00000051285","Pcmtd1","Pcmtd1"
30.6897762433167,0.169569764750452,0.465227149136169,0.364488110948186,0.715493550219249,0.999410091708144,"ENSMUSG00000103509","Gm38372","Gm38372"
68.9739506219138,-0.194252548426809,0.319208494205943,-0.608544421444763,0.542826453389331,0.999410091708144,"ENSMUSG00000048538","Gm9826","Gm9826"
2.31490109320787,-1.43505228110898,2.09368002345849,-0.685421012298936,0.493078288420388,NA,"ENSMUSG00000097797","Gm26901","Gm26901"
4.56438498819534,1.62511205972779,1.59800109542304,1.0169655480102,0.309169819035422,NA,"ENSMUSG00000025909","Sntg1","Sntg1"
13.9271938575186,-0.46373513614416,0.650896870620154,-0.712455624041221,0.476182681438699,0.999410091708144,"ENSMUSG00000079671","2610203C22Rik","2610203C22Rik"
226.921140720017,0.0503467798877548,0.250319721484854,0.201129897353298,0.840597004938711,0.999410091708144,"ENSMUSG00000061024","Rrs1","Rrs1"
1362.61120613844,0.111474386243168,0.143331920739976,0.777735940938082,0.436724699369262,0.999410091708144,"ENSMUSG00000025911","Adhfe1","Adhfe1"
2.27031280615634,-2.00812069646408,1.73371678783178,-1.15827493311377,0.246751857471578,NA,"ENSMUSG00000081441","Gm6161","Gm6161"
5.95647959359008,-0.227703321517507,1.10948547350037,-0.205233260782689,0.837389884151052,NA,"ENSMUSG00000025912","Mybl1","Mybl1"
785.478498186124,-0.179575497774436,0.171164241700962,-1.04914143275421,0.294113029237043,0.976874180055574,"ENSMUSG00000045210","Vcpip1","Vcpip1"
31.8126998065989,-0.187599573199102,0.506597671634949,-0.370312742641828,0.711149480393112,0.999410091708144,"ENSMUSG00000097893","1700034P13Rik","1700034P13Rik"
152.040676769998,0.299051921836232,0.262916114262997,1.13744234610545,0.255353413371127,0.964769253416634,"ENSMUSG00000025915","Sgk3","Sgk3"
142.436894473118,-0.14631499800747,0.243201222367533,-0.601621145581063,0.547426350068904,0.999410091708144,"ENSMUSG00000098234","Snhg6","Snhg6"
5.10343548175779,-2.48799103399089,1.58558351587613,-1.56913275717056,0.116617008425726,NA,"ENSMUSG00000099032","Tcf24","Tcf24"
930.618159629936,-0.150573463138823,0.13945930753812,-1.07969461341019,0.280278193389345,0.974107718665688,"ENSMUSG00000025917","Cops5","Cops5"
296.824623016736,0.0992763409078528,0.186537928801456,0.5322045845889,0.594584308029485,0.999410091708144,"ENSMUSG00000056763","Cspp1","Cspp1"
1830.33888140767,-0.130942471248752,0.146912569494229,-0.891295222046301,0.372770811269146,0.989061502039247,"ENSMUSG00000067851","Arfgef1","Arfgef1"
1.63327322787715,-17.1826555940271,2.90133311606305,-5.92233118592842,3.17409573860052e-09,NA,"ENSMUSG00000102556","Gm37569","Gm37569"
110.344216466749,0.367333499759011,0.285849153546614,1.28506065245041,0.198771090049452,0.934057136147787,"ENSMUSG00000048960","Prex2","Prex2"
11.5124121627399,1.1631021931361,0.797012786664465,1.45932689236234,0.144475157091232,0.876680100485568,"ENSMUSG00000016918","Sulf1","Sulf1"
1003.50139310276,-0.0444806106075066,0.135678885741517,-0.327837381361217,0.743034621643917,0.999410091708144,"ENSMUSG00000005886","Ncoa2","Ncoa2"
3.84164257997833,1.6109450792539,1.32474934233212,1.2160376516345,0.223970579410387,NA,"ENSMUSG00000103085","Gm38120","Gm38120"
1.43356753959195,-0.851682223611542,2.22556499142345,-0.382681353675865,0.701956041571439,NA,"ENSMUSG00000102664","Gm38380","Gm38380"
1.69365442744228,3.48538842813512,2.13434143637582,1.63300415235035,0.102468123358651,NA,"ENSMUSG00000134452","ENSMUSG00000134452","ENSMUSG00000134452"
